codigo,descricao,preconormal,precooferta,inicio,fim,secao,familia
535206,"CALDO KNORR BACON LOURO 57G",2.99,2.90,04/08,06/08,"CONDIMENTOS / CONSERVAS",782
535346,"CALDO KNORR CARNE 57G",2.99,2.90,04/08,06/08,"CONDIMENTOS / CONSERVAS",782
535397,"CALDO KNORR COSTELA 57G",2.99,2.90,04/08,06/08,"CONDIMENTOS / CONSERVAS",782
537160,"KETCHUP GOSTO MAIS TRAD 750G",5.69,5.49,04/08,10/08,"ATOMATADOS / MAIONESE / MOSTARDA",0
537764,"CERVEJA HEINEKEN 350ML",5.99,5.99,04/08,10/08,BEBIDAS,0
559954,"ESPONJA ESFRELUX SANTA MARIA L4 PG3",3.99,3.49,03/08,10/08,LIMPEZA,0
564486,"FARINHA DE MANDIOCA DO SITIO 1KG",3.89,3.79,04/08,06/08,"FARINHAS DE TRIGO / SOJA / MILHO",0
570621,"FILEZINHO SASSAMI MAURICEA 1KG",25.69,22.99,04/08,10/08,AVES,0
584827,"INSET BAYGON AERO MULTIPLUS 285ML",20.99,16.79,03/08,10/08,LIMPEZA,1733
586331,"LEITE CONDENSADO BETANIA TP 395G",6.79,5.97,04/08,10/08,BOMBONIERE,0
587630,"LEITE EM PO LASERENISSIMA INTEGRAL 200G",7.59,6.75,04/08,10/08,"ACHOCOLATADOS / LEITES",0
596434,"AMIDO DE MILHO MAIZENA TRADICIONAL 200G",6.39,4.94,04/08,06/08,"ALIMENTO INFANTIL",0
596477,"AMIDO DE MILHO MAIZENA TRADICIONAL 500G",16.19,12.21,04/08,06/08,"ALIMENTO INFANTIL",0
597260,"MAIONESE HELLMANNS SH 200G",7.19,6.93,04/08,06/08,"ATOMATADOS / MAIONESE / MOSTARDA",0
601527,"MOSTARDA HELLMANNS FLEX 170G",12.89,12.19,04/08,06/08,"ATOMATADOS / MAIONESE / MOSTARDA",0
623237,"REQUEIJAO BETANIA CREMOSO 200G",8.29,7.99,15/01,24/04,FRIOS,0
631639,"SALG PIPPOS VIT CHURRASCO 200G",10.49,9.99,04/08,10/08,BOMBONIERE,5736
631728,"SALG PIPPOS VIT PIZZA 200G",10.99,9.99,04/08,10/08,BOMBONIERE,5736
631795,"SALG PIPPOS VIT QUEIJO 200G",10.99,9.99,04/08,10/08,BOMBONIERE,5736
668460,"ACHOC TODDYNHO CHOC 200ML",2.49,2.25,04/08,10/08,"ACHOCOLATADOS / LEITES",1153
674605,"VODKA SMIRNOFF RED 998ML",42.29,34.99,04/08,10/08,BEBIDAS,1167
675423,"WHISKY JOHNNIE WALKER RED LABEL 1L",79.99,74.90,04/08,10/08,BEBIDAS,0
676586,"BISC WAFER TRELOSO BRIGADEIRO 35G",0.99,0.59,31/07,07/08,"BISCOITOS / BOLACHAS",1178
697176,"SH PALMOLIVE NATURALS ANTI-ARMADO 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
697435,"SH PALMOLIVE NATURALS NEUTRO 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
704725,"SH PALMOLIVE NATURALS CERAMIDAS FORCE 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
704768,"SH PALMOLIVE NATURALS ILUMINADOR PRETO 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
704873,"SH PALMOLIVE NATURALS NUTRI LIS LISS 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
704954,"SH PALMOLIVE NATURALS REPARACAO GELEIA REA 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
714291,"SH HEAD SHOULDERS ANTI-COCEIRA 200ML",23.29,18.99,03/08,10/08,"CUIDADOS COM O CABELO",1317
714348,"SH HEAD SHOULDERS HIDRATACAO 200ML",23.29,18.99,03/08,10/08,"CUIDADOS COM O CABELO",1317
714445,"SH HEAD SHOULDERS MENTHA REFRESCANTE 200ML",23.29,18.99,03/08,10/08,"CUIDADOS COM O CABELO",1317
715441,"ESC DENT COLGATE CLASSIC CLEAN MC",7.39,3.99,03/08,10/08,"CUIDADOS BUCAL",1320
715468,"ESC DENT COLGATE CLASSIC CLEAN MD",7.39,3.99,03/08,10/08,"CUIDADOS BUCAL",1320
718122,"SAB PROTEX SUAVE 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
718130,"SAB PROTEX BALANCE SAUDAVEL 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
718211,"SAB PROTEX ALOE 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
718351,"SAB PROTEX AVEIA 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
718386,"SAB PROTEX CREAM 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
718475,"SAB PROTEX LIMPEZA PROFUNDA 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
718491,"SAB PROTEX PROPOLIS 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
725544,"COND PALMOLIVE NATURALS MACIEZ PROLONGADA 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
725838,"COND PALMOLIVE NATURALS NEUTRO 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
725862,"COND PALMOLIVE NATURALS NUTRI -LIS 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
728675,"CR PENT SEDA CACHOS COMPORTADOS 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
728691,"CR PENT SEDA CERAMIDAS 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
731048,"DESOD AERO REXONA MEN ANTIBACTERIANO INVISIBLE 90G",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
731056,"DESOD AERO REXONA MEN SPORTFAN 90GR",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
737461,"COND PALMOLIVE NATURALS CERAMIDAS FORCE 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
746479,"CR PENT SEDA LISO PERFEITO 300G",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
746533,"CR PENT SEDA PRETO LUMINOSOS 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
755982,"CR PENT SEDA CRESCIMENTO 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
764124,"DESOD AERO DOVE ORIGINAL 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
764175,"DESOD AERO DOVE BEAUTY FINISH 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
764329,"DESOD AERO DOVE GO FRESH 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
764418,"DESOD AERO DOVE INVISIBLE DRY 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
764450,"DESOD AERO DOVE MEN CUIDADO TOTAL 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
764485,"DESOD AERO DOVE MEN EXTRA FRESH 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
765597,"DESOD AERO REXONA MEN INVISIB 150ML",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
794244,"COND PALMOLIVE CACHOS LIVRES 350G",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
794341,"COND PALMOLIVE NATURALS ILUMINADOR PRETO 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
794503,"COND PALMOLIVE NATURALS REPARACAO GELEIA REAL 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
794511,"COND PALMOLIVE NATRUALS ANTI ARMARD 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
797561,"SALG SALSITOS CEBOLA 32G",1.99,1.99,04/08,10/08,BOMBONIERE,5696
804487,"SAB PROTEX VITAMINA E 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
809330,"OLEO SOYA SOJA 900ML",8.89,8.79,04/08,06/08,"OLEOS / AZEITES",0
817171,"MOLHO TARANTELLA TOMATE PENEIRADO 1,06KG",7.99,7.99,04/08,10/08,"CONDIMENTOS / CONSERVAS",0
819611,"DESOD AERO DOVE MEN SEM PERFUME 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
821438,"CALDO ARISCO CARNE 114G",4.09,3.94,04/08,06/08,"CONDIMENTOS / CONSERVAS",4811
821659,"CALDO ARISCO GALINHA CAIPIRA 114G",4.09,3.94,04/08,06/08,"CONDIMENTOS / CONSERVAS",4811
836010,"SH PALMOLIVE NATURALS MACIEZ PROLONGADA 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
838217,"MAIONESE ARISCO SACH 196G",4.29,3.91,04/08,06/08,"ATOMATADOS / MAIONESE / MOSTARDA",0
856568,"INSET BAYGON AERO ACAO TOT 360ML",20.99,16.79,03/08,10/08,LIMPEZA,1733
858552,"INSET BAYGON ACAO TOT C EUCAL 360ML",20.99,16.79,03/08,10/08,LIMPEZA,1733
858714,"LAVA ROUPAS BRILHANTE LIQ 3L",34.89,31.89,04/08,06/08,LIMPEZA,0
860956,"SAB PROTEX MEN ENERGY 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
870390,"SAB PROTEX MEN SPORT 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
875660,"CR PENT SEDA KERAFORCE ORIGINAL 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
910287,"DESOD AERO REXONA MEN V8 150ML",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
910643,"DESOD AERO REXONA MEN XTRA COOL 150ML",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
911160,"DESENG CIF CR ORIGINAL 450ML",22.69,12.39,04/08,06/08,LIMPEZA,5530
911178,"DESENG CIF CR LIMAO 450ML",22.69,12.39,04/08,06/08,LIMPEZA,5530
918350,"DESOD AERO REXONA MEN ACTIVE 150ML",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
925373,"LIMP ULTRA CIF DESENGORDURANTE 500ML",21.09,21.99,04/08,06/08,LIMPEZA,0
925390,"LIMP VIDRO CIF POWER SPRAY 500ML",23.09,21.99,04/08,06/08,LIMPEZA,0
927988,"CR PENT SEDA OLEO HIDRATACAO 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
935972,"CATCHUP HELLMANNS TRAD 380G",18.39,15.55,04/08,06/08,"ATOMATADOS / MAIONESE / MOSTARDA",0
936243,"DESOD AERO DOVE MEN INVISIBLE DRY 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
949876,"SAB PROTEX OMEGA 3 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
952478,"CR PENT SEDA HIDRATACAO ANTI-NOS 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
952834,"LAVA ROUPAS OMO LAV.PERFEITA 3L",42.39,29.98,03/08,10/08,LIMPEZA,4940
954241,"IOG PETIT SUISSE CHAMBINHO 320G",8.49,2.99,24/07,05/08,FRIOS,0
960209,"DESENG CIF CR LARANJA 450ML",22.69,12.39,04/08,06/08,LIMPEZA,5530
964727,"DESOD AERO REXONA MEN ANTIBACTERIAL 90GR",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
975435,"CAPSULA TRES CHA CAMOMILA 10X2,5G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975443,"CAPSULA TRES CAPIM CIDREIRA 10X2,5G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975460,"CAPSULA TRES CHA ERVA DOCE 10X2,5G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975478,"CAPSULA TRES ESPRESSO PLENO 10X8G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975486,"CAPSULA TRES ESPRESSO SUPREMO 10X8G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975494,"CAPSULA TRES CAFE C LEITE 10X9G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975508,"CAPSULA TRES CAPPUCCINO CLASSIC 10X11G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975516,"CAPSULA TRES CAFE COADO CLASSICO 10X7,5",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975524,"CAPSULA TRES CAFE COADO GOURMET 10X7,5G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975532,"CAPSULA TRES CHOC QUENTE 10X10G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975540,"CAPSULA TRES CORACOES ESPRESSO VIB 80G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975559,"CAPSULA TRES CORACOES ESPRESSO DEC 80G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
990612,"CAPSULA TRES ESPRESSO ATENTO 10X8G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
993514,"MAIONESE HELLMANNS 335G",17.99,16.26,04/08,06/08,"ATOMATADOS / MAIONESE / MOSTARDA",5744
993727,"AMAC COMFORT CONC PURO CUIDADO 500ML",13.89,9.69,04/08,06/08,LIMPEZA,3710
995240,"SH HEAD SHOULDERS MEN 3X1 200ML",23.29,18.99,03/08,10/08,"CUIDADOS COM O CABELO",1317
995584,"ESC DENT ORAL-B 7 BENEFICIOS 40 L2P1",38.79,29.98,15/07,14/08,"CUIDADOS BUCAL",0
