codigo,descricao,preconormal,precooferta,inicio,fim,secao,familia,pai,camp,obs
47086,CR PENT SEDA MEGA CRESCIMENTO 300ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
47181,KIT NIELY OLEO DE LINHACA SH + COND,27.69,19.98,29/09,18/10,CUIDADOS COM O CABELO,1566,0,,
47204,DESOD AERO OLD SPICE VIP 150G,33.89,29.98,16/09,16/10,HIGIENE CORPORAL,5435,0,,
47314,DESOD AERO REXONA MEN EXTREME 150ML,16.99,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
47331,ENERG FLYING HORSE ZERO SUGAR 473ML,8.99,7.99,22/09,27/09,BEBIDAS,5777,0,,
47332,COND PALMOLIVE BOND REPAIR 350G,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
47335,ESC DENT COLGATE INF HARRY POTTER C/2,36.29,17.90,16/09,30/09,CUIDADOS BUCAL,0,1,,
47337,ESC DENT COLGATE HARRY POTTER C/2,43.29,17.90,16/09,30/09,CUIDADOS BUCAL,0,1,,
47338,ESC DENT COLGATE PRO SENSITIVE C/2,20.89,9.90,21/09,30/09,CUIDADOS BUCAL,0,1,,
47344,"IOG LIQ BATAVO PENSE ZERO MARACUJA 1,150G",19.69,10.89,22/09,24/09,FRIOS,0,1,,
47349,CR DENT COLGATE LUMINOUS WHITE BRILLIANTE MINT 140G,24.99,16.90,16/09,30/09,CUIDADOS BUCAL,0,1,,
47350,CR DENT COLGATE HARRY POTTER CALDEIRAO BORBULHANTE 100G,25.99,9.90,16/09,30/09,CUIDADOS BUCAL,0,1,,
47351,CR DENT COLGATE LUMINOUS WHITE COLOR CORRECT 133G,24.99,16.90,16/09,30/09,CUIDADOS BUCAL,0,1,,
47353,CR DENT COLGATE TOTAL ADVANCED FRESH 180G,18.99,16.90,16/09,30/09,CUIDADOS BUCAL,5018,0,,
47385,CAFE BOM JESUS TRAD ALMOFADA 250G,11.99,10.00,23/09,23/09,CAFE / CHA,0,1,,
47395,ANTI-SEP COLGATE PLAX MELANCIA L750P500ML,16.99,19.98,18/09,18/10,CUIDADOS BUCAL,4808,0,,
47397,ENERG FLYING HORSE MELANCIA 473ML,8.99,7.99,22/09,27/09,BEBIDAS,5777,0,,
47398,ENERG FLYING HORSE MANGA 473ML,8.99,7.99,22/09,27/09,BEBIDAS,5777,0,,
47450,ANTI-SEP COLGATE PLAX ICE INFINITY L750P500ML,24.29,19.98,18/09,18/10,CUIDADOS BUCAL,4808,0,,
47508,QUEIJO MUSSARELA LATPASSOS FATIADO 150G,10.49,10.00,23/09,23/09,FRIOS,0,1,,
115584,SH PALMOLIVE NATURALS CUIDADO ABSOLUTO 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
115592,COND PALMOLIVE CACAU 350G,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
116238,KIT SH+COND NIELY COMPRIDOS FORTE,27.69,19.98,29/09,18/10,CUIDADOS COM O CABELO,1566,0,,
116971,CR PENT SEDA BOOM TRANSICAO 295ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
123382,SH SEDA BABOSA 325ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
123390,COND SEDA BABOSA E OLEOS 325ML,17.59,13.99,17/09,17/10,CUIDADOS COM O CABELO,2477,0,,
123412,CR PENT SEDA BABOSA E OLEOS 300ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
125326,SAB PROTEX PROF ANT ESPINHAS 85G,3.89,2.79,21/09,30/09,HIGIENE CORPORAL,1332,0,,
125334,SAB PROTEX MACADAMIA 85G,3.89,2.79,21/09,30/09,HIGIENE CORPORAL,1332,0,,
134570,KIT PANTENE RECONSTRUCAO SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
136611,"WAFER LACTA BIS BLACK 100,8G",9.19,5.99,10/09,30/09,BISCOITOS / BOLACHAS,4852,0,,
138282,CR PENT SALON LINE S.O.S CACHOS COCO 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
138835,DESOD AERO REXONA WOMAN ERVA DOCE 150ML,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
140171,SAB LIQ LUX LAVANDA RFL 200ML,10.49,7.99,22/09,28/09,HIGIENE CORPORAL,257,0,,
140180,SAB LIQ LUX BUQUE DE JASMIM RFL 200ML,10.49,7.99,22/09,28/09,HIGIENE CORPORAL,257,0,,
140198,SAB LIQ LUX FLOR DE LOTUS RFL 200ML,10.49,7.99,22/09,28/09,HIGIENE CORPORAL,257,0,,
140201,SAB LIQ LUX ROSAS FRANCESAS RFL 200ML,10.49,7.99,22/09,28/09,HIGIENE CORPORAL,257,0,,
140465,TINT MAXTON PRATICA 1.01 PRETO CARVAO,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
140473,TINT MAXTON PRATICA 5.26 MARSALA,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
140481,TINT MAXTON PRATICA 6.76 CHOCOLATE,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
144797,CR PENT SALON LINE BRILHO UMIDIFICADO 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
144894,SH PALMOLIVE BRILHO FASCINANTE 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
144908,SH PALMOLIVE HIDRATACAO INTENSA 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
144916,COND PALMOLIVE BRILHO FASCINANTE 325ML,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
146340,KIT PANTENE MICELLAR SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
146706,SH SEDA MICELAR 325ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
146714,COND SEDA MICELAR 325ML,17.59,13.99,17/09,17/10,CUIDADOS COM O CABELO,2477,0,,
147532,SORV KIBON CREMOS CHOCOLATE+LEITE 4EM1 2L,42.49,27.90,04/09,30/09,FRIOS,4870,0,,
155969,DESOD AERO REXONA UNISSEX NOW 150ML,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
160687,KIT NIELY AGUA DE COCO SH + COND,27.69,19.98,29/09,18/10,CUIDADOS COM O CABELO,1566,0,,
163937,DESOD AERO REXONA WOMEM FRUT VERM 150ML,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
164321,CR PENT SALON LINE SUPER OLEO 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
164330,CR PENT SALON LINE SUPER VOLUMAO 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
164860,COND PALMOLIVE PITAYA 350G,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
164879,SH PALMOLIVE PITAYA 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
169200,REQUEIJAO DANONE  LIGHT 200G,8.99,7.99,22/09,27/09,FRIOS,0,1,,
170526,KIT HASKELL MURUMURU SH+COND 300ML,83.99,53.99,22/09,28/09,CUIDADOS COM O CABELO,0,1,,
172928,CHOC BARRA RECH SNICKERS 45G,4.99,3.99,22/09,27/09,BOMBONIERE,4203,1,,
172987,TIRA MANCHAS EM PO OMO EXTRA POD BR 380G,30.99,9.99,25/08,24/09,LIMPEZA,3753,1,,
184802,TIRA MANCHA EM PO OMO PODER COLORIDA 380G,30.99,9.99,25/08,24/09,LIMPEZA,3753,0,,
187011,PICOLE KIBON TABLITO PALITO 59G,10.49,4.99,03/09,30/09,FRIOS,0,1,,
191485,CR PENT SALON LINE KIDS CACHINHOS MELANCIA 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
191493,CR PENT SALON LINE DEFINICAO LIBERADO 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
191680,CR PENT SALON LINE S.O.S CACHOS RICINO QUERATINA 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
193810,ABS ALWAYS BASICO SECA C ABAS 32UND,22.39,14.99,22/09,28/09,HIGIENE CORPORAL,3660,0,,
193909,AZEITE OLIVEIRA DA SERRA EXTRA VIR 500ML,34.19,24.99,22/09,27/09,OLEOS / AZEITES,0,1,,
194506,SH PALMOLIVE NATURALS DETOX ENERGIZANTE 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
194514,COND PALMOLIVE NATURALS DETOX ENERGIZANTE 350ML,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
198021,SH SEDA BOMBA E COCO 325ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
198030,COND SEDA BOMBA E COCO 325ML,17.59,13.99,17/09,17/10,CUIDADOS COM O CABELO,2477,0,,
198048,COND PALMOLIVE COCO CACHEADO 350G,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
198056,SH PALMOLIVE COCO CACHEADO 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
200018,COND SEDA BAMBU E BIOTINA 325ML,17.59,13.99,17/09,17/10,CUIDADOS COM O CABELO,2477,0,,
200026,SH SEDA BAMBU E BIOTINA 325ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
501450,ACUCAR IPOJUCA CRISTAL 1KG,3.59,3.49,21/09,24/09,ACUCAR / ARROZ / GRAOS,0,1,,
524140,AGUA SANIT OLIMPO 1L,2.69,2.29,18/09,18/10,LIMPEZA,0,1,,
564486,FARINHA DE MANDIOCA DO SITIO 1KG,3.89,3.79,21/09,24/09,FARINHAS DE TRIGO / SOJA / MILHO,0,1,,
566632,ENERG FLYING HORSE 473ML,8.99,7.99,22/09,27/09,BEBIDAS,5777,1,,
570621,FILEZINHO SASSAMI MAURICEA 1KG,25.49,20.99,22/09,27/09,AVES,0,1,,
583618,PICOLE KIBOM MAGNUM PALITO CLASSIC 74G,18.99,9.90,03/09,30/09,FRIOS,0,1,,
592315,MANTEIGA CAMPONESA 200G,10.99,7.49,23/09,04/10,FRIOS,0,1,,
592340,MANTEIGA CAMPONESA 500G,30.99,18.99,23/09,30/09,FRIOS,0,1,,
596264,MARGARINA PRIMOR C SAL 500G,6.59,5.69,22/09,27/09,FRIOS,0,1,,
623237,REQUEIJAO BETANIA CREMOSO 200G,9.69,7.99,15/01,24/04,FRIOS,0,1,,
623466,REQUEIJAO BETANIA CREMOSO LIGHT 200G,9.69,4.99,23/09,09/10,FRIOS,0,1,,
631639,SALG PIPPOS VIT CHURRASCO 200G,11.49,10.00,23/09,23/09,BOMBONIERE,5736,1,,
631728,SALG PIPPOS VIT PIZZA 200G,11.49,10.00,23/09,23/09,BOMBONIERE,5736,0,,
631795,SALG PIPPOS VIT QUEIJO 200G,11.49,10.00,23/09,23/09,BOMBONIERE,5736,0,,
697176,SH PALMOLIVE NATURALS ANTI-ARMADO 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
697435,SH PALMOLIVE NATURALS NEUTRO 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
704709,SH PALMOLIVE CACHOS CONTROL 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
704725,SH PALMOLIVE NATURALS CERAMIDAS FORCE 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
704768,SH PALMOLIVE NATURALS ILUMINADOR PRETO 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
704873,SH PALMOLIVE NATURALS NUTRI LIS LISS 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
704954,SH PALMOLIVE NATURALS REPARACAO GELEIA REA 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
712590,SH DOVE RECONSTRUCAO COMPLETA 200ML,22.69,9.99,12/08,30/09,CUIDADOS COM O CABELO,1475,0,,
712868,COND TRESEMME HIDRATACAO PROFUNDA 400ML,33.49,19.99,25/08,30/09,CUIDADOS COM O CABELO,1878,0,,
718122,SAB PROTEX SUAVE 85G,3.89,2.79,21/09,30/09,HIGIENE CORPORAL,1332,0,,
718130,SAB PROTEX BALANCE SAUDAVEL 85G,3.89,2.79,21/09,30/09,HIGIENE CORPORAL,1332,1,,
718211,SAB PROTEX ALOE 85G,3.89,2.79,21/09,30/09,HIGIENE CORPORAL,1332,0,,
718351,SAB PROTEX AVEIA 85G,3.89,2.79,21/09,30/09,HIGIENE CORPORAL,1332,0,,
718386,SAB PROTEX CREAM 85G,3.89,2.79,21/09,30/09,HIGIENE CORPORAL,1332,0,,
718475,SAB PROTEX LIMPEZA PROFUNDA 85G,3.89,2.79,21/09,30/09,HIGIENE CORPORAL,1332,0,,
718491,SAB PROTEX PROPOLIS 85G,3.89,2.79,21/09,30/09,HIGIENE CORPORAL,1332,0,,
725544,COND PALMOLIVE NATURALS MACIEZ PROLONGADA 350ML,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
725838,COND PALMOLIVE NATURALS NEUTRO 350ML,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
725862,COND PALMOLIVE NATURALS NUTRI -LIS 350ML,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
728675,CR PENT SEDA CACHOS COMPORTADOS 300ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,1,,
728691,CR PENT SEDA CERAMIDAS 300ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
729809,CR DENT COLGATE TOTAL WHITENING 90G,12.99,9.90,21/09,30/09,CUIDADOS BUCAL,1380,0,,
730734,CR DENT COLGATE TOTAL ADVANCED FRESH 90G,12.99,9.90,21/09,30/09,CUIDADOS BUCAL,1380,0,,
730866,CR DENT COLGATE TOTAL  CLEAN MINT 90G,12.99,9.90,21/09,30/09,CUIDADOS BUCAL,1380,0,,
731048,DESOD AERO REXONA MEN ANTIBACTERIANO INVISIBLE 150ML,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
731056,DESOD AERO REXONA MEN SPORTFAN 90GR,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
737461,COND PALMOLIVE NATURALS CERAMIDAS FORCE 350ML,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
738565,TINT MAXTON PRATICA 12.01 LOUR CL ROM PL,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
738620,TINT MAXTON PRATICA 3.0 CASTANH ESC HARM,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
739782,TINT MAXTON PRATICA 6.88,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
739995,TINT MAXTON PRATICA 8.1 LOURO SUECO,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
746479,CR PENT SEDA LISO PERFEITO 300G,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
746533,CR PENT SEDA PRETO LUMINOSOS 300ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
748978,HID PANTENE CACHOS 270ML,48.69,29.97,29/08,28/09,CUIDADOS COM O CABELO,5527,0,,
749044,HID PANTENE LISO EXTREMO 270ML,48.69,29.97,29/08,28/09,CUIDADOS COM O CABELO,5527,0,,
749060,HID PANTENE HIDRATACAO 270ML,48.69,29.97,29/08,28/09,CUIDADOS COM O CABELO,5527,1,,
754706,ANTI-SEP COLGATE PLAX FRESH MINT L500P350ML,23.29,16.99,18/09,18/10,CUIDADOS BUCAL,1455,1,,
754820,ANTI-SEP COLGATE PLAX ICE L500P350ML,23.29,16.99,18/09,18/10,CUIDADOS BUCAL,1455,0,,
755117,ANTI-SEP COLGATE PLAX CLASSIC 250ML,17.29,12.99,18/09,18/10,CUIDADOS BUCAL,1458,0,,
755125,ANTI-SEP COLGATE PLAX CLASSIC L500P350ML,23.29,16.99,18/09,18/10,CUIDADOS BUCAL,1455,0,,
755249,ANTI-SEP COLGATE PLAX FRESH MINT 250ML,17.29,12.99,18/09,18/10,CUIDADOS BUCAL,1458,1,,
755508,ANTI-SEP COLGATE PLAX ICE 250ML,17.29,12.99,18/09,18/10,CUIDADOS BUCAL,1458,0,,
755613,ANTI-SEP COLGATE PLAX SOF MIN L500P350ML,23.29,16.99,18/09,18/10,CUIDADOS BUCAL,1455,0,,
755982,CR PENT SEDA CRESCIMENTO 300ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
759457,COND TRESEMME LISO KERATINA 400ML,33.49,19.99,25/08,30/09,CUIDADOS COM O CABELO,1878,0,,
759546,COND TRESEMME RECONSTRUCAO 400ML,33.49,19.99,25/08,30/09,CUIDADOS COM O CABELO,1878,0,,
760560,SH DOVE CONTROLE DE QUEDA 200ML,22.69,9.99,12/08,30/09,CUIDADOS COM O CABELO,1475,0,,
760919,SH DOVE NUTRICAO + TRI OLEOS 200ML,22.69,9.99,12/08,30/09,CUIDADOS COM O CABELO,1475,0,,
762857,COND DOVE CONTROLE DE QUEDA 200ML,26.99,9.99,12/08,30/09,CUIDADOS COM O CABELO,1480,0,,
762954,TINT MAXTON PRATICA 1.0 PRETO,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,1,,
763080,COND DOVE RECONSTRUCAO COMPLETA 200ML,26.99,9.99,12/08,30/09,CUIDADOS COM O CABELO,1480,0,,
763152,COND DOVE OLEO NUTRICAO 200ML,26.99,9.99,12/08,30/09,CUIDADOS COM O CABELO,1480,0,,
763314,AP BARB GILLETTE MACH3 REG BA,41.59,19.99,15/09,15/10,HIGIENE CORPORAL,0,1,,
763330,AP BARB GILLETTE MACH3 SENSITIVE,41.99,19.99,15/09,15/10,HIGIENE CORPORAL,0,1,,
763381,TINT MAXTON PRATICA 2.0 PRETO NATURAL,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
763403,TINT MAXTON PRATICA 4.0 CASTANHO NAT,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
763411,TINT MAXTON PRATICA 5.0 CASTANHO CLARO,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
763470,TINT MAXTON PRATICA 6.0 LOURO ESCURO,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
763586,TINT MAXTON PRATICA 6.7 CHOCOLATE,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
763616,TINT MAXTON PRATICA 7.0 LOURO NAT FESTIV,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
763667,TINT MAXTON PRATICA 8.0 LOURO CL ENERG,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
764124,DESOD AERO DOVE ORIGINAL 150ML,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,1,,
764175,DESOD AERO DOVE BEAUTY FINISH 150ML,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,0,,
764329,DESOD AERO DOVE GO FRESH PEPINO 150ML,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,0,,
764418,DESOD AERO DOVE INVISIBLE DRY 150ML,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,0,,
764450,DESOD AERO DOVE MEN CLEAN CONFORT 150ML,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,0,,
764485,DESOD AERO DOVE MEN SPORTS ACTIVE FRESH 150ML,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,0,,
765597,DESOD AERO REXONA MEN INVISIB 150ML,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
768669,KIT NIELY LISO PLENO SH + COND,27.69,19.98,29/09,18/10,CUIDADOS COM O CABELO,1566,0,,
768685,KIT NIELY POS QUIMICA SH + COND,27.69,19.98,29/09,18/10,CUIDADOS COM O CABELO,1566,1,,
789437,KIT SH+COND NIELY AFRO LISOS,27.69,19.98,29/09,18/10,CUIDADOS COM O CABELO,1566,0,,
789631,KIT SH+COND NIELY FOR MEN,27.69,19.98,29/09,18/10,CUIDADOS COM O CABELO,1566,0,,
789658,KIT SH+COND NIELY REPARACAO INTENSIVA,27.69,19.98,29/09,18/10,CUIDADOS COM O CABELO,1566,0,,
794244,COND PALMOLIVE CACHOS LIVRES 350G,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
794341,COND PALMOLIVE NATURALS ILUMINADOR PRETO 350ML,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
794503,COND PALMOLIVE NATURALS REPARACAO GELEIA REAL 350ML,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
794511,COND PALMOLIVE NATRUALS ANTI ARMARD 350ML,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
801097,SH TRESEMME HIDRATACAO PROFUNDA 400ML,33.39,19.99,25/08,30/09,CUIDADOS COM O CABELO,1593,0,,
804487,SAB PROTEX VITAMINA E 85G,3.89,2.79,21/09,30/09,HIGIENE CORPORAL,1332,0,,
806471,SH TRESEMME CACHOS DEFINIDOS 400ML,33.39,19.99,25/08,30/09,CUIDADOS COM O CABELO,1593,0,,
806560,SH TRESEMME RECONSTRUCAO 400ML,33.39,19.99,25/08,30/09,CUIDADOS COM O CABELO,1593,0,,
809330,OLEO SOYA SOJA 900ML,9.79,9.39,21/09,24/09,OLEOS / AZEITES,0,1,,
817554,COND DARLING TILIA 350ML,10.79,7.90,27/08,30/09,CUIDADOS COM O CABELO,5127,0,,
818194,COND TRESEMME CACHOS DEFINIDOS 400ML,33.49,19.99,25/08,30/09,CUIDADOS COM O CABELO,1878,0,,
819611,DESOD AERO DOVE MEN SEM PERFUME 150ML,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,0,,
826383,TINT MAXTON PRATICA 1.7 PRETO AZULAD,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
827916,SORV KIBON CREMOS NAPOLITANO ESPECIAL 2L,42.49,27.90,04/09,30/09,FRIOS,4870,0,,
830976,ANTI-SEP COLGATE PLAX SOFT MINT 250ML,17.29,12.99,18/09,18/10,CUIDADOS BUCAL,1458,0,,
832448,PIZZA SEARA CALABRESA 460G,19.49,15.90,22/09,27/09,FRIOS,3516,1,,
832499,PIZZA SEARA DE FRANGO CATUPIRY 460G,19.59,15.90,22/09,27/09,FRIOS,3516,0,,
832529,PIZZA SEARA MUSSARELA 460G,18.49,15.90,22/09,27/09,FRIOS,3516,0,,
833525,CR TRAT TRESEMME HID PROFUNDA 400G,34.29,19.99,25/08,30/09,CUIDADOS COM O CABELO,1687,0,,
836010,SH PALMOLIVE NATURALS MACIEZ PROLONGADA 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
857173,PIZZA SEARA 4 QUEIJOS 460G,19.49,15.90,22/09,27/09,FRIOS,3516,0,,
857670,CR TRAT TRESEMME RECONSTRUCAO INTENSA 400G,34.29,19.99,25/08,30/09,CUIDADOS COM O CABELO,1687,0,,
860956,SAB PROTEX MEN ENERGY 85G,3.89,2.79,21/09,30/09,HIGIENE CORPORAL,1332,0,,
870390,SAB PROTEX MEN SPORT 85G,3.89,2.79,21/09,30/09,HIGIENE CORPORAL,1332,0,,
875660,CR PENT SEDA KERAFORCE ORIGINAL 300ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
887900,DESOD AERO DOVE DERMO ACLARANT 89G,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,0,,
905330,SH TRESEMME INFUSAO DE QUERATINA 400ML,33.39,19.99,25/08,30/09,CUIDADOS COM O CABELO,1593,0,,
910287,DESOD AERO REXONA MEN V8 150ML,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
910643,DESOD AERO REXONA MEN XTRA COOL 150ML,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
918350,DESOD AERO REXONA MEN ACTIVE 150ML,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
924237,REQUEIJAO DANONE VERDADEIRO 200G,8.99,8.59,22/09,27/09,FRIOS,0,1,,
924806,COND TRESEMME TRESPLEX 400ML,33.49,19.99,25/08,30/09,CUIDADOS COM O CABELO,1878,0,,
924822,SH TRESEMME TRESPLEX 400ML,33.39,19.99,25/08,30/09,CUIDADOS COM O CABELO,1593,0,,
927988,CR PENT SEDA OLEO HIDRATACAO 300ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
928046,CR TRAT TRESEMME TRESPLEX 400G,34.29,19.99,25/08,30/09,CUIDADOS COM O CABELO,1687,0,,
928364,SH PALMOLIVE NATURALS HIDRATACAO LUMINOSA 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
936243,DESOD AERO DOVE MEN INVISIBLE DRY 150ML,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,0,,
937428,COND PALMOLIVE OLEO ARGAN 350ML,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
949876,SAB PROTEX OMEGA 3 85G,3.89,2.79,21/09,30/09,HIGIENE CORPORAL,1332,0,,
951234,TINT MAXTON PRATICA 7.1 LOURO MED ACINZ,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
951250,TINT MAXTON PRATICA 6.1 LOURO ESC ACINZ,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
952478,CR PENT SEDA HIDRATACAO ANTI-NOS 300ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
953679,SH PALMOLIVE LONGO SEDUTOR 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
953687,COND PALMOLIVE LONGO SEDUTOR 350ML,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
964727,DESOD AERO REXONA MEN ANTIBACTERIAL 150ML,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
987093,TINT MAXTON PRATICA 12.11,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
989320,TINT MAXTON PRATICA 8.43 RUIVO ACOBRE,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
995096,PIZZA SEARA LOMBO CATUPIRY 460G,19.59,15.90,22/09,27/09,FRIOS,3516,0,,
999660,ANTI-SEP COLGATE PLAX ICE INFINITY 500ML,24.29,19.98,18/09,18/10,CUIDADOS BUCAL,4808,0,,
